time,value
2024-02-11T17:21:41.227686678Z,37
2024-02-11T17:21:59.247315238Z,158.8000030517578
2024-02-11T17:22:01.418385531Z,38
2024-02-11T17:22:24.566587193Z,39
2024-02-11T17:22:29.603726634Z,40
2024-02-11T17:22:41.582793169Z,41
2024-02-11T17:22:57.0763967Z,42
2024-02-11T17:23:12.135586963Z,43
2024-02-11T17:23:29.661226077Z,44
2024-02-11T17:23:45.536517989Z,45
2024-02-11T17:23:50.864006996Z,46
2024-02-11T17:24:00.615504548Z,47
2024-02-11T17:24:14.67898713Z,48
2024-02-11T17:24:35.528733946Z,49
2024-02-11T17:24:40.351572751Z,49
2024-02-11T17:24:57.129641135Z,50
2024-02-11T17:25:01.461761758Z,50
2024-02-11T17:25:10.966046871Z,51
2024-02-11T17:25:19.438937582Z,52
2024-02-11T17:25:25.846777515Z,52
2024-02-11T17:25:35.605339608Z,52
2024-02-11T17:25:37.298494145Z,53
2024-02-11T17:25:52.082663757Z,54
2024-02-11T17:26:13.499467776Z,55
2024-02-11T17:26:39.23028443Z,55
2024-02-11T17:26:44.295656589Z,56
2024-02-11T17:27:04.40654717Z,57
2024-02-11T17:27:20.514979637Z,58
2024-02-11T17:27:40.520114462Z,59
2024-02-11T17:27:58.405659974Z,60
2024-02-11T17:28:09.84382694Z,61
2024-02-11T17:28:16.398867181Z,60
2024-02-11T17:28:42.307264526Z,61
2024-02-11T17:29:28.854423076Z,60
2024-02-11T17:29:30.884467837Z,61
2024-02-11T17:29:32.801650295Z,60
2024-02-11T17:29:47.910278254Z,60
2024-02-11T17:29:58.031394074Z,60
2024-02-11T17:30:16.126136774Z,60
2024-02-11T17:30:47.419042124Z,60
2024-02-11T17:31:08.621166676Z,60
2024-02-11T17:31:25.400669811Z,60
2024-02-11T17:31:54.012209128Z,61
2024-02-11T17:32:18.420897532Z,170.8000030517578
2024-02-11T17:32:20.377874247Z,61
2024-02-11T17:32:45.901240555Z,170.8000030517578
2024-02-11T17:32:47.9485373Z,61
2024-02-11T17:39:45.587838239Z,62
2024-02-11T17:40:18.465295051Z,159
2024-02-11T17:40:20.002182967Z,62
